Company Name,Registration code,VAT,Manager,Address,Website,Work hours,SS insurer code,Transport,Authorized capital,Company age,Employees,Average salary,Social insurance taxes,Sales revenue From,Sales revenue To,Rating,No. Rated,Category,Other Categories,Facebook
"Finapolio apskaita, UAB",304830224,,"Giedrė Adomaitienė, direktorė","Kazimiero Ladygos g. 1-109, LT-08235 Vilnius",http://www.finapolis.lt,,3194429,,"2,500.00 €",2 years 10 months 11 days,2,,,0,"5000
																",9.0,3,Accounting services,[],
"Findepo apskaita, UAB",303130532,,"Rimvydas Kucinas, direktorius","Vilniaus g. 14A, Kaniūkų k., LT-64104 Alytaus r.",http://www.findep.lt,,2234952,,"2,896.00 €",7 years 5 months 29 days,5,342.74 € (2021-01),373.00 € (2021-01),30001,"50000
																",6.8,13,Accounting services,[],
"Finlesta, UAB",301053635,,"Lilija Makarova, direktorė","J. Baltrušaičio g. 3-17, Vilnius",,,966662,,"2,896.20 €",13 years 6 months 9 days,4,,,10001,"20000
																",7.0,7,Accounting services,[],
"FINTAX, UAB",300557027,,"Marius Sušinskas, direktorius","Fizikų g. 6-47, Vilnius",http://www.fintax.lt,,767577,2021-01: 1 car (owns),"2,896.20 €",14 years 10 months 27 days,2,,,0,"5000
																",9.0,9,Accounting services,[],
"Finva, MB",302980894,,,"Birutės g. 22, LT-91187 Klaipėda",,,2198649,,,8 years 1 month 3 days,,,,,,8.0,172,Accounting services,[],
"FIVE STARS ASSETS, UAB",303031388,LT100008486413,"Jonas Uselis, vadovas","Švitrigailos g. 11K-109, LT-03228 Vilnius",,,2208538,2021-01: 3 cars (owns),"2,896.00 €",7 years 11 months 4 days,1,,,30001,"50000
																",4.8,4,Accounting services,[],
"Foennus, UAB",302284755,,"Rasa Vaitkūnienė, direktorius","Pašilaičių g. 1-54, Vilnius",,,2004225,,"2,896.00 €",12 years 2 months 17 days,2,,,10001,"20000
																",5.4,7,Accounting services,[],
"FOLEGANDRA, UAB",302906367,LT100007272617,Vilius Rimkus,"Naugarduko g. 84, LT-03160 Vilnius",,,2188423,,"23,785,800.00 €",8 years 3 months 29 days,1,,,2000001,"3000000
																",7.5,2,Accounting services,[],
"Fortranas, UAB",302469679,,"Romualdas Zalieckas, direktorius","Pieninės g. 7-43, Raseiniai",,,2040347,2021-01: 1 car (owns),"2,896.00 €",11 years 2 months 2 days,2,,,5001,"10000
																",8.3,3,Accounting services,[],
"UAB ""FTLS""",302956982,LT100007436512,"Haroldas Baubinas, direktorius","Gabijos g. 40-51, Vilnius",,,2196973,,"2,896.00 €",8 years 1 month 17 days,1,,,10001,"20000
																",5.0,1,Accounting services,[],
"Galėjos šviesa, UAB",303116066,LT100008953015,"Giedrė Paplauskaitė, direktorė","Gedimino pr. 3A, LT-01103 Vilnius",,,2231340,,"2,896.00 €",7 years 6 months 25 days,2,,,10001,"20000
																",6.5,4,Accounting services,[],
"Gariūnų valda, UAB",303503967,LT100009080212,"Andris Kozlovskis, direktorius","Konstitucijos pr. 7, LT-09308 Vilnius",https://depo-diy.lt/,,2313191,,"35,000.00 €",6 years 2 months 3 days,,,,2000001,"3000000
																",9.0,2,Accounting services,[],
"GAS NT, UAB",303024415,LT100007610219,"Milvydas Gasiūnas, direktorius","Perspektyvos g. 18-1, LT-52119 Kaunas",,,2207267,2021-01: 1 car (owns),"8,977.60 €",7 years 11 months 11 days,4,707.50 € (2021-01),610.35 € (2021-01),100001,"200000
																",4.3,3,Accounting services,[],
UAB GDR invest,302896649,LT100008609513,"Algirdas Berdešius, direktorius","J. Jasinskio g. 12, Vilnius",,,2186473,,"43,500.00 €",8 years 4 months 10 days,3,,,100001,"200000
																",8.0,1,Accounting services,[],
"Gera pusė, UAB",225349780 (old code 2534978),,"Egidijus Vilkas, direktorius","Didlaukio g. 11-16, LT-08319 Vilnius",,,64911,,"2,896.00 €",20 years 6 months 1 day,2,,,,,9.0,5,Accounting services,[],
"Gerartas, MB",302455697,,Arturas Gerulskis,"Ukmergės g. 300C-31, Vilnius",http://www.gerartas.lt,,2036523,,"2,896.20 €",11 years 3 months 20 days,,,,5001,"10000
																",5.3,3,Accounting services,[],
"Gintaura, UAB",302731067,,"Marina Kel, direktorė","Liepų g. 2A-37, LT-66102 Druskininkai",,,2145286,,"43,440.00 €",9 years 6 days,3,,,50001,"100000
																",8.5,2,Accounting services,[],
Goldfish Exports Inc Atstovybė,300096473,,Oleg Zelenin,"Pievų Tako g. 36-1, Klaipėda",,,892166,,,15 years 11 months 17 days,,,,,,4.0,2,Accounting services,[],
"GRENADINAS, UAB",302907362,LT100007274714,Vilius Rimkus,"Naugarduko g. 84, LT-03160 Vilnius",,,2188559,,"3,587,300.00 €",8 years 3 months 26 days,1,,,300001,"500000
																",3.0,2,Accounting services,[],
"GT Skaita, MB",304744017,LT100011430818,Kristina Gedgaudienė,"Taikos pr. 119, LT-94231 Klaipėda",,,3136318,,,3 years 1 month 24 days,1,,,100001,"200000
																",7.7,3,Accounting services,[],
"Helijas NT, UAB",303327152,LT100008666815,"Donatas Vadalauskas, direktorius","Varpo g. 22, LT-76297 Šiauliai",,,2281128,,"2,900.00 €",6 years 8 months 20 days,2,,,50001,"100000
																",6.3,10,Accounting services,[],
"Hill Office, UAB",304484480,LT100010851518,"Rasa Godelaitienė, generalinis direktorius","Polocko g. 43C, LT-01205 Vilnius",,,2941935,2021-01: 1 car (owns),"2,500.00 €",3 years 11 months 17 days,3,,,300001,"500000
																",9.7,3,Accounting services,[],
"Igaunis, UAB",303224394,,"Einars Vecvagars, direktorius","Pumpurų g. 23, Reivyčiai, LT-89200 Mažeikių r.",,,2256324,,"2,896.00 €",7 years 1 month 12 days,,,,500001,"1000000
																",5.0,1,Accounting services,[],
"Imbartė, UAB",301786534,LT100004196414,Adelė Būdaitė-Kekienė,"Baltijos pr. 113-15, Klaipėda",,,1195173,2021-01: 1 car (owns),"2,896.00 €",12 years 7 months 30 days,1,,,20001,"30000
																",6.3,6,Accounting services,[],
"Įmonių apskaita, UAB",304049250,LT100009457917,"Bronė Varnienė, direktorė","Šeškinės g. 3-5, LT-07152 Vilnius",,,2336601,2021-01: 1 car (uses),"2,500.00 €",5 years 9 months 4 days,2,,,20001,"30000
																",8.2,14,Accounting services,[],
"UAB ""In Mind""",300667349,,Mindaugas Norvaišas,"Liepų al. 14-8, Lančiūnavos k., LT-58436 Kėdainių r.",,,418928,,"2,896.20 €",13 years 10 months 27 days,,,,,,9.0,4,Accounting services,[],
"UAB ""In Praxi""",301141672,,"Virginijus Jakučionis, direktorius","Birbynių g. 4, LT-02121 Vilnius",,,962493,,"2,896.20 €",13 years 5 months,,,,,,3.0,3,Accounting services,[],
"IŠSAMI APSKAITA, UAB",301114682,,"Regina Muraškienė, direktorius","Ateities g. 25-42, LT-06326 Vilnius",,,669714,,"2,896.00 €",13 years 5 months 14 days,4,568.75 € (2021-01),532.65 € (2021-01),30001,"50000
																",8.0,8,Accounting services,[],
"JAMDENA, UAB",302906189,LT100007273817,Vilius Rimkus,"Naugarduko g. 84, LT-03160 Vilnius",,,2188399,,"2,900,000.00 €",8 years 3 months 29 days,1,,,200001,"300000
																",3.0,2,Accounting services,[],
"Jantora, UAB",301170720,,"Andrejus Tolkačiovas, direktorius","V. Kudirkos skg. 19-4, Ukmergė",,,637879,,"2,896.00 €",13 years 4 months 8 days,1,,,10001,"20000
																",7.0,6,Accounting services,[],
"Jaunbumani, UAB",303043764,LT100008483812,"Andris Kozlovskis, direktorius","Konstitucijos pr. 7, LT-09308 Vilnius",https://depo-diy.lt/,,2211426,,"5,000,000.00 €",7 years 10 months 15 days,,,,20000001,"30000000
																",6.5,4,Accounting services,[],
"Jeruzalės SPV, UAB",303144770,LT100008039113,Marko Kull,"Viršuliškių skg. 34-1, LT-05132 Vilnius",,,2237943,,"2,896.00 €",7 years 5 months 12 days,1,,,1000001,"2000000
																",7.8,6,Accounting services,[],
"JJ Auditas, UAB",303038500,LT100011264811,"Jurgita Jundulienė, direktorė","J. Tiškevičiaus g. 11-16, Vilnius",,,2210231,2021-01: 2 cars (uses),"2,896.00 €",7 years 10 months 22 days,1,,,30001,"50000
																",4.5,17,Accounting services,[],
"Jonlaukis, UAB",303462520,,"Inga Dumbravaitė, direktorė","Sąjungos a. 5-25, LT-48379 Kaunas",,,2307731,,"2,900.00 €",6 years 3 months 14 days,1,,,0,"5000
																",5.0,1,Accounting services,[],
"Jungtinis verslo centras, UAB",303933367,LT100009252411,"Eglė Valaitienė, direktorė","R. Kalantos g. 30, LT-52494 Kaunas",,,2325148,"2021-01: 2 cars (1 owns, 1 uses)","82,500.00 €",5 years 11 months 12 days,4,,,100001,"200000
																",8.5,14,Accounting services,[],
"Juresa, UAB",300576846,,"Donatas Redeckas, direktorius","Aušros g. 72-17, LT-28150 Utena",,I-V 08.00-17.00,906609,,"2,896.00 €",14 years 8 months 16 days,,,,0,"5000
																",7.3,10,Accounting services,[],
"Jūringė, UAB",140398520,LT100002245915,,"Baltijos pr. 103, LT-93222 Klaipėda",http://www.finjura.lt,I-V 08:00-17:00,338118,,"5,800.00 €",29 years 4 months 1 day,2,,,10001,"20000
																",7.5,2,Accounting services,[],
"Jūsų buhalterija, UAB",305487561,LT100013038213,"Lina Navickienė, direktorė","Santariškių g. 75-34, LT-08457 Vilnius",,,3563067,,"2,500.00 €",11 months 30 days,2,,,,,10.0,3,Accounting services,[],
"K Valda, UAB",303009705,LT100007626114,"Rasa Kondrusevičienė, direktorė","Ateities g. 1F, Vilnius",,,2203931,2021-01: 1 car (owns),"6,597.70 €",8 years 2 days,2,,,10001,"20000
																",9.6,7,Accounting services,[],
"Kaupta, MB",304234879,LT100010739411,MILDA DRAGŪNIENĖ,"Č. Sasnausko g. 3, LT-44148 Kaunas",,,,,,4 years 10 months 3 days,,,,20001,"30000
																",9.0,28,Accounting services,[],
"UAB ""Kemera Invest""",302719855,,"Kęstutis Paleckis, direktorius","Mažeikių g. 94, Juodeikių k., Mažeikių r.",,,2142771,2021-01: 3 cars (owns),"2,896.20 €",9 years 1 month,,,,0,"5000
																",5.0,9,Accounting services,[],
"UAB ""Kersida""",302644096,,"Vydmantas Kijauskas, direktorius","Tvenkinių g. 8A-54, Šakių k., LT-47415 Kauno r.",,,2113992,,"2,896.20 €",9 years 8 months,1,,,5001,"10000
																",7.0,1,Accounting services,[],
"Klaipėdos apskaita, MB",304457273,LT100011806215,"Viktorija Simonavičiūtė, direktorė","J. Savickio g. 4, LT-01108 Vilnius",,,2928349,2021-01: 1 car (uses),,4 years 15 days,5,516.80 € (2021-01),448.10 € (2021-01),50001,"100000
																",9.2,12,Accounting services,[],
"UAB ""KOLEKTA""",302790375,,"Artūras Gudelis, direktorius","Ozo g. 12A, LT-08200 Vilnius",,,2162860,,"2,900.00 €",8 years 9 months 4 days,1,,,0,"5000
																",6.0,1,Accounting services,[],
"UAB ""Komfortas Plius""",302325682,,"Diana Bogdanova, direktorius","Žalgirio g. 9-22, Klaipėda",komfortasplius.lt,,1197210,,"2,896.20 €",11 years 11 months,,,,0,"5000
																",8.0,5,Accounting services,[],
"Konsapskaita, UAB",305008445,LT100012351810,"Asta Simanavičiūtė, direktorė","Serbentų g. 13, Purmalių k., LT-92444 Klaipėdos r.",,,3395509,,"2,500.00 €",2 years 1 month,5,"1,525.40 € (2021-01)","1,719.78 € (2021-01)",30001,"50000
																",,,Accounting services,[],
"Konsultavimo finansų klausimais centras, VšĮ",300046837,LT100011292214,"Dalia Petrauskienė, administracijos vadovas","Draugystės g. 36-31, LT-89165 Mažeikiai",,,865264,2021-01: 1 car (uses),,16 years 6 months 22 days,7,368.67 € (2021-01),670.35 € (2021-01),50001,"100000
																",4.2,5,Accounting services,[],
"UAB ""Krisvita""",302750929,,"Audronė Rysevienė, direktorė","Saulės skg. 6, Kėdainiai",,,2149748,,"2,896.00 €",8 years 11 months 9 days,1,,,50001,"100000
																",9.0,9,Accounting services,[],
"VšĮ ""Kurkime ateitį""",302698457,,Arūnas Vaišvila,"Taikos pr. 113B, LT-50456 Kaunas",,I-V 10:00-17:00,2135747,,,9 years 2 months 18 days,1,,,,,8.9,10,Accounting services,[],
"Kvitas, UAB",184266926,,"Neringa Žemaitienė, direktorius","Kovo 11-osios g. 17, Utena",,,998091,,"2,896.20 €",18 years 5 months 11 days,2,,,10001,"20000
																",6.3,4,Accounting services,[],
"L. Adomaitienės, IĮ",124409330,,Laimutė Adomaitienė,"Taikos g. 71-28, LT-05231 Vilnius",,I-V 08.00-18.00,19856,2021-01: 1 car (owns),,22 years 11 months 15 days,,,,,,9.0,3,Accounting services,[],
"Labulis, UAB",302248848,,Stanislavas Labulis,"Fabijoniškių g. 55-16, LT-07118 Vilnius",,,2003307,,"2,896.00 €",12 years 3 months 13 days,1,,,,,9.0,1,Accounting services,[],
"LAMINOS PROJEKTAI, UAB",121582811,,"Antanas Šiupienius, direktorius","T. Ševčenkos g. 16F, Vilnius",,,13342,2021-01: 1 car (owns),"30,410.10 €",28 years 5 months 8 days,2,,,30001,"50000
																",7.8,9,Accounting services,[],
"UAB ""Lano Solutions""",302797487,LT100009915613,"Sergii Bedryga, direktorius","Gedimino pr. 20, LT-01103 Vilnius",,,2165550,2021-01: 1 car (uses),"28,960.00 €",8 years 8 months 24 days,14,"1,650.62 € (2021-01)","4,093.56 € (2021-01)",300001,"500000
																",5.9,46,Legal services,"['Legal services', 'Accounting services']",
"Lardis, UAB",303261866,LT100008561818,"Tadas Čekenis, direktorius","J. Savickio g. 4, LT-01108 Vilnius",,,2265608,"2021-01: 2 cars (1 owns, 1 uses)","2,896.00 €",6 years 11 months 19 days,1,,,100001,"200000
																",8.3,7,Accounting services,[],
"LARGAS, UAB",302906748,LT100007274815,"Vilius Rimkus, direktorius","Naugarduko g. 84, LT-03160 Vilnius",,,2188544,,"3,573,199.91 €",8 years 3 months 29 days,1,,,1000001,"2000000
																",5.0,2,Accounting services,[],
UAB LAVA FLEX,302653750,,Gintaras Tamelis,"Gedimino g. 119, LT-20103 Ukmergė",,,2119476,,"2,896.00 €",9 years 6 months 23 days,2,,,10001,"20000
																",5.4,5,Accounting services,[],
"UAB ""LG - Servis""",302791865,,"Gintautas Šauklys, direktorius","Eglynės g. 4, Girkalnis, LT-60314 Raseinių r.",,,2163545,,"2,896.00 €",8 years 9 months 2 days,1,,,10001,"20000
																",3.3,4,Accounting services,[],
"LG Idėjos, UAB",302443257,,"Lionė Šiškevičiūtė, direktorius","Ukmergės g. 200-90, Vilnius",,,2032373,,"2,896.00 €",11 years 4 months 27 days,1,,,10001,"20000
																",5.0,1,Accounting services,[],
"Ligajos NT, UAB",303481531,LT100009059815,"Vidmantas Jurka, generalinis direktorius","Žvalgų g. 8, LT-08221 Vilnius",,,2310767,2021-01: 2 cars (owns),"17,130.30 €",6 years 2 months 28 days,5,523.75 € (2021-01),751.85 € (2021-01),200001,"300000
																",6.7,7,Accounting services,[],
"Linažiedė, UAB",303112922,LT100007962019,"Gediminas Bronislovas Rimkevičius, direktorius","Gynėjų g. 14, LT-01109 Vilnius",http://www.ekotra.lt,,2230110,,"52,012.08 €",7 years 7 months,,,,10001,"20000
																",8.5,2,Accounting services,[],
"UAB ""Lindego""",302958079,LT100010621412,"Tomas Jurgelaitis, direktorius","Gurių g. 77-7, Vilnius",,,2196991,,"2,896.00 €",8 years 1 month 17 days,1,,,50001,"100000
																",6.2,14,Accounting services,[],
"Lingvis, UAB",302689134,,"Žana Zubanova, direktorė","Ramybės g. 4-70, LT-02103 Vilnius",,,2133749,,"2,500.00 €",9 years 3 months 9 days,1,,,0,"5000
																",6.2,6,Accounting services,[],
"UAB ""LINOKO""",302737668,LT100006991915,"Alvydas Staknys, direktorius","Gabijos g. 51-31, Vilnius",,,2147631,2021-01: 3 cars (owns),"695,995.68 €",8 years 11 months 26 days,1,,,100001,"200000
																",6.3,15,Accounting services,[],
"Linomeda LT, UAB",303863367,LT100009255814,"Felicija Daukšienė, direktorius","Vilties g. 2, LT-90153 Plungė",,,2323615,,"5,792.00 €",5 years 11 months 23 days,7,513.02 € (2021-01),811.62 € (2021-01),100001,"200000
																",8.6,7,Accounting services,[],
"UAB ""LITBRO""",303001384,LT100007663815,Mantas Remeika,"Tilžės g. 66C, LT-78157 Šiauliai",,,2201647,,"2,900.00 €",8 years 14 days,1,,,100001,"200000
																",7.4,19,Accounting services,[],
"Liutaurita, UAB",303034690,LT100007852318,"Asta Morkūnienė, direktorė","K. Baršausko g. 80-17, LT-51440 Kaunas",,,2209298,2021-01: 1 car (owns),"2,896.00 €",7 years 10 months 28 days,1,,,30001,"50000
																",6.8,6,Accounting services,[],
"Liūtis, UAB",303053413,LT100007750719,"Valdas Jankus, generalinis direktorius","Audėjų g. 3, Alytus",,,2214564,,"145,000.00 €",7 years 10 months 2 days,2,,,0,"5000
																",7.2,6,Accounting services,[],
"LOMBOKAS, UAB",302906513,LT100007274411,Vilius Rimkus,"Naugarduko g. 84, LT-03160 Vilnius",,,2188531,,"2,865,200.00 €",8 years 3 months 29 days,1,,,300001,"500000
																",4.0,2,Accounting services,[],
"Lonis, UAB",303471487,LT100009136514,"Aušra Višniauskaitė, direktorė","M. Valančiaus g. 7, LT-03158 Vilnius",,,2309041,2021-01: 4 cars (owns),"150,012.80 €",6 years 3 months 6 days,4,406.91 € (2021-01),363.14 € (2021-01),300001,"500000
																",6.1,8,Accounting services,[],
"UAB ""Lorimada""",302906584,LT100007324217,"Artūras Vaičiulis, direktorius","Bažnyčių g. 8, LT-72253 Tauragė",,,2188465,2021-01: 1 car (uses),"98,471.00 €",8 years 3 months 29 days,1,,,30001,"50000
																",7.5,4,Accounting services,[],
"Lortis, UAB",303439984,LT100009009117,"Henrikas Čiūras, direktorius","Švitrigailos g. 11K-109, LT-03228 Vilnius",,,2305251,2021-01: 2 cars (uses),"406,888.00 €",6 years 4 months 3 days,2,,,1000001,"2000000
																",5.1,14,Accounting services,[],
"LTL apskaita, MB",304979613,LT100012095318,Kristina Muralienė,"Prekybos g. 13-1, LT-35104 Panevėžys",,,3365900,,,2 years 1 month 30 days,1,,,20001,"30000
																",,,Accounting services,[],
"UAB ""Luna Montis""",302483636,,"Ivona Kuncė, direktorė","V. Vaitkaus g. 5-68, LT-04332 Vilnius",,,2046878,,"2,896.00 €",11 years 6 days,,,,0,"5000
																",7.0,1,Accounting services,[],
"UAB ""M2 Baltic""",302672996,,"Linas Kakanis, direktorius","T. Masiulio g. 18C, LT-52460 Kaunas",,,2127192,,"2,896.00 €",9 years 4 months 28 days,1,,,30001,"50000
																",2.6,14,Accounting services,[],
UAB MABERA,302984992,LT100009292915,"Margarita Baltrušaitytė, direktorė","Architektų g. 56-101, LT-04111 Vilnius",,,2199653,"2021-01: 4 cars (2 owns, 2 uses)","2,896.20 €",8 years 1 month 1 day,5,705.88 € (2021-01),950.46 € (2021-01),50001,"100000
																",8.4,5,Accounting services,[],
"IĮ ""Maksimum""",300918545,,"Nijolė Lukoševičienė, direktorius","Panerių g. 78-51, Kaunas",,,949634,2021-01: 1 car (owns),,13 years 7 months 20 days,,,,30001,"50000
																",6.7,3,Accounting services,[],
"Masague, UAB",301407571,,"Kristina Vysocka, direktorė","Žalgirio g. 95-2, Vilnius",,,940597,2021-01: 1 car (owns),"2,896.00 €",13 years 2 months 27 days,1,,,10001,"20000
																",8.0,2,Accounting services,[],
"Maximum Paslaugų, VŠĮ",300606218,,"Robertas Mikša, direktorius","Gabijos g. 32, LT-06155 Vilnius",,I-V 09.00-17.00,775284,,,14 years 4 months 22 days,,,,10001,"20000
																",5.8,5,Accounting services,[],
"UAB ""Memel Land""",302942032,LT100008241612,"Konstantin Micūra, direktorius","Plytų g. 53-6, Palanga",,,2194767,2021-01: 1 car (owns),"2,896.00 €",8 years 2 months 5 days,3,,,500001,"1000000
																",4.6,12,Accounting services,[],
"Memorija, UAB",305408539,LT100013129114,"Ingrida Mangirdaitė, direktorė","Rasų g. 18, Lykšilis, LT-86394 Kelmės r.",,,3534477,2021-01: 1 car (owns),"2,500.00 €",1 year 2 months 1 day,1,,,,,10.0,4,Accounting services,[],
"UAB ""Millenium Litua""",300824697,,"Lina Kalinauskaitė, direktorius","Pylimo g. 20, Vilnius",,,994462,,"2,896.20 €",13 years 9 months 10 days,,,,,,8.5,2,Accounting services,[],
"Mindelina, UAB",302871806,LT100007161013,"Mindaugas Gestautas, direktorius","Žalgirio g. 29, Švėkšna, LT-99386 Šilutės r.",,,2182160,,"11,584.00 €",8 years 5 months 5 days,6,521.60 € (2021-01),619.14 € (2021-01),10001,"20000
																",9.4,13,Accounting services,[],
"Minijos krantas, UAB",302896058,LT100007257119,"Jurga Slavinskienė, direktorius","Turgaus g. 37-13, LT-91249 Klaipėda",,,2185675,,"2,896.00 €",8 years 4 months 13 days,1,,,0,"5000
																",8.6,7,Accounting services,[],
"Minsko 3, UAB",304048515,LT100009455318,"Inga Blažienė, direktorė","Minsko pl. 3, LT-02121 Vilnius",,,2335541,,"2,500.00 €",5 years 9 months 5 days,6,198.70 € (2021-01),264.71 € (2021-01),500001,"1000000
																",7.1,16,Accounting services,[],
"UAB ""Miško projektai""",302831808,,"Simona Pliatkienė, direktorė","Pagėgių g. 72, LT-78134 Šiauliai",,,2174036,,"2,900.00 €",8 years 7 months,2,,,200001,"300000
																",4.7,20,Accounting services,[],
"MONSERATAS, UAB",302907355,LT100007274512,Vilius Rimkus,"Naugarduko g. 84, LT-03160 Vilnius",,,2188558,,"2,784,000.00 €",8 years 3 months 26 days,1,,,200001,"300000
																",5.0,1,Accounting services,[],
UAB Mudriai,302882418,LT100008108513,"Tomas Norbutas, direktorius","Gedimino g. 2-3, LT-68306 Marijampolė",,,2183419,2021-01: 1 car (owns),"2,896.00 €",8 years 4 months 28 days,2,,,10001,"20000
																",8.0,6,Accounting services,[],
"Munkas, UAB",184210265,,"Ieva Aldona Jackevičienė, direktorė","Taikos g. 71-24, LT-28165 Utena",,I-V 08:00-16:00,167521,,"2,896.00 €",21 year 5 months 25 days,1,,,0,"5000
																",6.7,3,Accounting services,[],
"Mūsų partneriai, UAB",125022183 (old code 2502218),,Diana Sugintienė,"Žalgirio g. 90-517, LT-09303 Vilnius",,I-V 08:00-17:00,52795,,"2,896.20 €",21 year 4 months 21 day,,,,0,"5000
																",8.0,1,Accounting services,[],
"Natura mentis, UAB",302924415,LT100007507818,"Laisvūnas Ražanskas, direktorius","Žirmūnų g. 12C, LT-09230 Vilnius",,,2192147,,"2,896.00 €",8 years 3 months 2 days,2,,,50001,"100000
																",4.5,4,Accounting services,[],
"Naujamiesčio NT, UAB",303422091,LT100009409516,,"Smolensko g. 10-100, LT-03201 Vilnius",,,2302372,,"300,279.92 €",6 years 4 months 18 days,3,,,500001,"1000000
																",5.3,16,Accounting services,[],
"Navalta, UAB",303420884,LT100009069014,"Rūta Žilevičiūtė-Martinėnė, direktorė","Europos pr. 122, LT-46351 Kaunas",,,2301656,,"50,680.00 €",6 years 4 months 22 days,2,,,0,"5000
																",8.0,1,Accounting services,[],
"NEXT HOLDING, UAB",125979511,,"Arūnas Šikšta, direktorius","Žalgirio g. 90, LT-09303 Vilnius",,,704860,,"2,896.00 €",18 years 8 months 12 days,,,,0,"5000
																",3.0,2,Accounting services,[],
"Nisaba, UAB",302308537,,Liliana Šileikienė,"Sąjungos a. 5-37, Kaunas",,,2006543,,"2,896.00 €",12 years 6 days,1,,,0,"5000
																",9.5,4,Accounting services,[],
"UAB ""Nkt Investicija""",301502546,,Jurgita Raginytė-Petrauskienė,"Ugniagesių g. 14, LT-02244 Vilnius",http://www.autoverslas.lt,,965396,,"28,962.00 €",13 years 2 months 3 days,,,,0,"5000
																",3.0,2,Accounting services,[],
"UAB ""NRE""",302756825,,"Jūratė Lukošienė, direktorė","J. Basanavičiaus g. 37-18, LT-03109 Vilnius",,,2151418,,"2,896.00 €",8 years 10 months 28 days,1,,,10001,"20000
																",4.5,2,Accounting services,[],
"Nuomas, UAB",303392919,LT100008865517,"Mindaugas Atkočiūnas, direktorius","Respublikos g. 44, LT-35173 Panevėžys",,,2297005,2021-01: 1 car (owns),"2,905.80 €",6 years 5 months 16 days,1,,,100001,"200000
																",7.5,8,Accounting services,[],
"UAB ""Nuomėja""",302972883,LT100007520613,"Žygimantas Vaičiulis, direktorius","Kepyklos g. 17, Alytus",,,2198134,,"2,896.00 €",8 years 1 month 9 days,6,606.17 € (2021-01),824.54 € (2021-01),50001,"100000
																",7.6,5,Accounting services,[],
"OGMI LAW GROUP, UAB",301628737,LT100008308919,"Irena Burbulevičiūtė, direktorė","Verkių g. 31D, LT-09108 Vilnius",,,1001248,,"2,900.00 €",12 years 11 months,2,,,10001,"20000
																",6.2,6,Accounting services,[],
"Oktantas, UAB",302340563,,"Giedrius Paužolis, direktorius","Karaliaučiaus g. 1-39, LT-06281 Vilnius",,,2017146,,"2,896.00 €",11 years 9 months 17 days,2,,,10001,"20000
																",7.4,14,Accounting services,[],
"OM APSKAITA, UAB",155965994 (old code 5596599),,Olga Muravjova,"Rygos g. 17-34, Vilnius",,,840651,,"2,896.00 €",20 years 9 months 1 day,1,,,20001,"30000
																",4.0,3,Accounting services,[],
"ORUSTAS, UAB",302906730,LT100007274613,"Vilius Rimkus, direktorius","Naugarduko g. 84, LT-03160 Vilnius",,,2188542,,"4,990,699.61 €",8 years 3 months 29 days,1,,,500001,"1000000
																",5.0,1,Accounting services,[],
"Orvinta, UAB",303189993,LT100008170710,"Evaldas Stankevičius, direktorius","A. Juozapavičiaus pr. 3, LT-45299 Kaunas",,,2247878,,"2,896.00 €",7 years 3 months 13 days,2,,,30001,"50000
																",8.2,10,Accounting services,[],
"Pajūrio investicijos, UAB",303347728,LT100008739410,"Laura Šimkevičienė, direktorė","Paupio g. 37, LT-89200 Mažeikiai",,,2286651,,"222,992.00 €",6 years 7 months 21 day,1,,,10001,"20000
																",8.3,3,Accounting services,[],
"UAB ""PAN46""",302908852,,"Algirdas Zavistanavičius, direktorius","Panerių g. 42, Vilnius",,,2188601,,"71,543.00 €",8 years 3 months 24 days,2,,,10001,"20000
																",7.4,5,Accounting services,[],
"Pas buhalterį, MB",304075882,LT100009597312,"Jūratė Balsevičienė, valdytojas","Rasos g. 5-29, LT-78183 Šiauliai",,,2346983,,,5 years 6 months 22 days,3,,,30001,"50000
																",6.9,8,Accounting services,[],
"Patikima buhalterija, UAB",304779961,,"Karolina Kleinotaitė Gorodničenko, direktorė","Gamybos g. 3, LT-76128 Šiauliai",http://www.patikimabuhalterija.lt,,3163872,,"2,500.00 €",2 years 11 months 30 days,2,,,20001,"30000
																",9.4,18,Accounting services,[],
"Pauliaus apskaita, UAB",303521431,LT100009361215,"Paulius Karčiauskas, direktorius","Antano Krutulio g. 27, Vilnius",,,2314245,2021-01: 1 car (uses),"2,500.00 €",6 years 1 month 20 days,2,,,30001,"50000
																",7.8,13,Accounting services,[],
"UAB ""Pavilnio namelis""",302952603,LT100009783211,"Antanas Laurinavičius, direktorius","Švarioji g. 34, LT-11302 Vilnius",,,2196357,,"174,860.48 €",8 years 1 month 22 days,1,,,10001,"20000
																",8.0,2,Accounting services,[],
"PAZI KO, UAB",302612262,LT100009985513,"Aleksandr Kolyško, direktorius","Pilies g. 1-1, Klaipėda",,,2100148,,"2,896.00 €",9 years 10 months 26 days,3,,,50001,"100000
																",3.0,8,Accounting services,[],
"Pelletpro, UAB",302657357,,"Andžej Sivinskij, direktorius","Pienių g. 41, Melekonių k., LT-14119 Vilniaus r.",,,2120530,,"40,544.00 €",9 years 6 months 14 days,1,,,0,"5000
																",7.0,6,Accounting services,[],
